"","year","Label (Grouping)","state","series","measure","value"
"9904",2012,"    Under $25,000","Alaska","Total.Civilian.Noninstitutionalized.Population","Estimate",11.7
"9905",2012,"    Under $25,000","Alaska","Uninsured.Population","Estimate",19.2
"9906",2012,"    Under $25,000","Alaska","Uninsured.Share",NA,NA
"9907",2012,"    Under $25,000","Arizona","Total.Civilian.Noninstitutionalized.Population","Estimate",20.7
"9908",2012,"    Under $25,000","Arizona","Uninsured.Population","Estimate",29.9
"9909",2012,"    Under $25,000","Arizona","Uninsured.Share",NA,NA
"9910",2012,"    Under $25,000","Arkansas","Total.Civilian.Noninstitutionalized.Population","Estimate",26.1
"9911",2012,"    Under $25,000","Arkansas","Uninsured.Population","Estimate",39.2
"9912",2012,"    Under $25,000","Arkansas","Uninsured.Share",NA,NA
"9913",2012,"    Under $25,000","California","Total.Civilian.Noninstitutionalized.Population","Estimate",16.6
"9914",2012,"    Under $25,000","California","Uninsured.Population","Estimate",23.4
"9915",2012,"    Under $25,000","California","Uninsured.Share",NA,NA
"9916",2012,"    Under $25,000","Colorado","Total.Civilian.Noninstitutionalized.Population","Estimate",16.7
"9917",2012,"    Under $25,000","Colorado","Uninsured.Population","Estimate",30.3
"9918",2012,"    Under $25,000","Colorado","Uninsured.Share",NA,NA
"9919",2012,"    Under $25,000","Connecticut","Total.Civilian.Noninstitutionalized.Population","Estimate",13.5
"9920",2012,"    Under $25,000","Connecticut","Uninsured.Population","Estimate",22.9
"9921",2012,"    Under $25,000","Connecticut","Uninsured.Share",NA,NA
"9922",2012,"    Under $25,000","Florida","Total.Civilian.Noninstitutionalized.Population","Estimate",21.4
"9923",2012,"    Under $25,000","Florida","Uninsured.Population","Estimate",30.2
"9924",2012,"    Under $25,000","Florida","Uninsured.Share",NA,NA
"9925",2012,"    Under $25,000","Georgia","Total.Civilian.Noninstitutionalized.Population","Estimate",22.6
"9926",2012,"    Under $25,000","Georgia","Uninsured.Population","Estimate",35.7
"9927",2012,"    Under $25,000","Georgia","Uninsured.Share",NA,NA
"9928",2012,"    Under $25,000","Idaho","Total.Civilian.Noninstitutionalized.Population","Estimate",19.6
"9929",2012,"    Under $25,000","Idaho","Uninsured.Population","Estimate",31.1
"9930",2012,"    Under $25,000","Idaho","Uninsured.Share",NA,NA
"9931",2012,"    Under $25,000","Illinois","Total.Civilian.Noninstitutionalized.Population","Estimate",17.4
"9932",2012,"    Under $25,000","Illinois","Uninsured.Population","Estimate",28.7
"9933",2012,"    Under $25,000","Illinois","Uninsured.Share",NA,NA
"9934",2012,"    Under $25,000","Indiana","Total.Civilian.Noninstitutionalized.Population","Estimate",20.4
"9935",2012,"    Under $25,000","Indiana","Uninsured.Population","Estimate",34.4
"9936",2012,"    Under $25,000","Indiana","Uninsured.Share",NA,NA
"9937",2012,"    Under $25,000","Iowa","Total.Civilian.Noninstitutionalized.Population","Estimate",17.6
"9938",2012,"    Under $25,000","Iowa","Uninsured.Population","Estimate",33.5
"9939",2012,"    Under $25,000","Iowa","Uninsured.Share",NA,NA
"9940",2012,"    Under $25,000","Kansas","Total.Civilian.Noninstitutionalized.Population","Estimate",18.2
"9941",2012,"    Under $25,000","Kansas","Uninsured.Population","Estimate",35.1
"9942",2012,"    Under $25,000","Kansas","Uninsured.Share",NA,NA
"9943",2012,"    Under $25,000","Kentucky","Total.Civilian.Noninstitutionalized.Population","Estimate",25.8
"9944",2012,"    Under $25,000","Kentucky","Uninsured.Population","Estimate",41
"9945",2012,"    Under $25,000","Kentucky","Uninsured.Share",NA,NA
"9946",2012,"    Under $25,000","Louisiana","Total.Civilian.Noninstitutionalized.Population","Estimate",24.6
"9947",2012,"    Under $25,000","Louisiana","Uninsured.Population","Estimate",34.9
"9948",2012,"    Under $25,000","Louisiana","Uninsured.Share",NA,NA
"9949",2012,"    Under $25,000","Maine","Total.Civilian.Noninstitutionalized.Population","Estimate",19.3
"9950",2012,"    Under $25,000","Maine","Uninsured.Population","Estimate",24.6
"9951",2012,"    Under $25,000","Maine","Uninsured.Share",NA,NA
"9952",2012,"    Under $25,000","Maryland","Total.Civilian.Noninstitutionalized.Population","Estimate",11.9
"9953",2012,"    Under $25,000","Maryland","Uninsured.Population","Estimate",17.7
"9954",2012,"    Under $25,000","Maryland","Uninsured.Share",NA,NA
"9955",2012,"    Under $25,000","Massachusetts","Total.Civilian.Noninstitutionalized.Population","Estimate",14.9
"9956",2012,"    Under $25,000","Massachusetts","Uninsured.Population","Estimate",20.1
"9957",2012,"    Under $25,000","Massachusetts","Uninsured.Share",NA,NA
"9958",2012,"    Under $25,000","Michigan","Total.Civilian.Noninstitutionalized.Population","Estimate",21.7
"9959",2012,"    Under $25,000","Michigan","Uninsured.Population","Estimate",35.4
"9960",2012,"    Under $25,000","Michigan","Uninsured.Share",NA,NA
"9961",2012,"    Under $25,000","Minnesota","Total.Civilian.Noninstitutionalized.Population","Estimate",15
"9962",2012,"    Under $25,000","Minnesota","Uninsured.Population","Estimate",24.8
"9963",2012,"    Under $25,000","Minnesota","Uninsured.Share",NA,NA
"9964",2012,"    Under $25,000","Mississippi","Total.Civilian.Noninstitutionalized.Population","Estimate",29.3
"9965",2012,"    Under $25,000","Mississippi","Uninsured.Population","Estimate",41.9
"9966",2012,"    Under $25,000","Mississippi","Uninsured.Share",NA,NA
"9967",2012,"    Under $25,000","Missouri","Total.Civilian.Noninstitutionalized.Population","Estimate",21.4
"9968",2012,"    Under $25,000","Missouri","Uninsured.Population","Estimate",36.4
"9969",2012,"    Under $25,000","Missouri","Uninsured.Share",NA,NA
"9970",2012,"    Under $25,000","Montana","Total.Civilian.Noninstitutionalized.Population","Estimate",21.4
"9971",2012,"    Under $25,000","Montana","Uninsured.Population","Estimate",33.6
"9972",2012,"    Under $25,000","Montana","Uninsured.Share",NA,NA
"9973",2012,"    Under $25,000","Nebraska","Total.Civilian.Noninstitutionalized.Population","Estimate",17.8
"9974",2012,"    Under $25,000","Nebraska","Uninsured.Population","Estimate",32.8
"9975",2012,"    Under $25,000","Nebraska","Uninsured.Share",NA,NA
"9976",2012,"    Under $25,000","Nevada","Total.Civilian.Noninstitutionalized.Population","Estimate",17.5
"9977",2012,"    Under $25,000","Nevada","Uninsured.Population","Estimate",28.2
"9978",2012,"    Under $25,000","Nevada","Uninsured.Share",NA,NA
"9979",2012,"    Under $25,000","New.Hampshire","Total.Civilian.Noninstitutionalized.Population","Estimate",11.7
"9980",2012,"    Under $25,000","New.Hampshire","Uninsured.Population","Estimate",22
"9981",2012,"    Under $25,000","New.Hampshire","Uninsured.Share",NA,NA
"9982",2012,"    Under $25,000","New.Jersey","Total.Civilian.Noninstitutionalized.Population","Estimate",12.8
"9983",2012,"    Under $25,000","New.Jersey","Uninsured.Population","Estimate",21.7
"9984",2012,"    Under $25,000","New.Jersey","Uninsured.Share",NA,NA
"9985",2012,"    Under $25,000","New.Mexico","Total.Civilian.Noninstitutionalized.Population","Estimate",24.6
"9986",2012,"    Under $25,000","New.Mexico","Uninsured.Population","Estimate",35.8
"9987",2012,"    Under $25,000","New.Mexico","Uninsured.Share",NA,NA
"9988",2012,"    Under $25,000","New.York","Total.Civilian.Noninstitutionalized.Population","Estimate",18.2
"9989",2012,"    Under $25,000","New.York","Uninsured.Population","Estimate",23.4
"9990",2012,"    Under $25,000","New.York","Uninsured.Share",NA,NA
"9991",2012,"    Under $25,000","North.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",23.1
"9992",2012,"    Under $25,000","North.Carolina","Uninsured.Population","Estimate",36.5
"9993",2012,"    Under $25,000","North.Carolina","Uninsured.Share",NA,NA
"9994",2012,"    Under $25,000","Ohio","Total.Civilian.Noninstitutionalized.Population","Estimate",21.4
"9995",2012,"    Under $25,000","Ohio","Uninsured.Population","Estimate",34.6
"9996",2012,"    Under $25,000","Ohio","Uninsured.Share",NA,NA
"9997",2012,"    Under $25,000","Oklahoma","Total.Civilian.Noninstitutionalized.Population","Estimate",22.8
"9998",2012,"    Under $25,000","Oklahoma","Uninsured.Population","Estimate",34.1
"9999",2012,"    Under $25,000","Oklahoma","Uninsured.Share",NA,NA
"10000",2012,"    Under $25,000","Oregon","Total.Civilian.Noninstitutionalized.Population","Estimate",19.6
"10001",2012,"    Under $25,000","Oregon","Uninsured.Population","Estimate",30.7
"10002",2012,"    Under $25,000","Oregon","Uninsured.Share",NA,NA
"10003",2012,"    Under $25,000","Pennsylvania","Total.Civilian.Noninstitutionalized.Population","Estimate",18.6
"10004",2012,"    Under $25,000","Pennsylvania","Uninsured.Population","Estimate",29.2
"10005",2012,"    Under $25,000","Pennsylvania","Uninsured.Share",NA,NA
"10006",2012,"    Under $25,000","South.Carolina","Total.Civilian.Noninstitutionalized.Population","Estimate",24.8
"10007",2012,"    Under $25,000","South.Carolina","Uninsured.Population","Estimate",38.3
"10008",2012,"    Under $25,000","South.Carolina","Uninsured.Share",NA,NA
"10009",2012,"    Under $25,000","South.Dakota","Total.Civilian.Noninstitutionalized.Population","Estimate",19.1
"10010",2012,"    Under $25,000","South.Dakota","Uninsured.Population","Estimate",35.9
"10011",2012,"    Under $25,000","South.Dakota","Uninsured.Share",NA,NA
"10012",2012,"    Under $25,000","Tennessee","Total.Civilian.Noninstitutionalized.Population","Estimate",23.9
"10013",2012,"    Under $25,000","Tennessee","Uninsured.Population","Estimate",36.8
"10014",2012,"    Under $25,000","Tennessee","Uninsured.Share",NA,NA
"10015",2012,"    Under $25,000","Texas","Total.Civilian.Noninstitutionalized.Population","Estimate",20.9
"10016",2012,"    Under $25,000","Texas","Uninsured.Population","Estimate",30.2
"10017",2012,"    Under $25,000","Texas","Uninsured.Share",NA,NA
"10018",2012,"    Under $25,000","Utah","Total.Civilian.Noninstitutionalized.Population","Estimate",14.6
"10019",2012,"    Under $25,000","Utah","Uninsured.Population","Estimate",25.8
"10020",2012,"    Under $25,000","Utah","Uninsured.Share",NA,NA
"10021",2012,"    Under $25,000","Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",14.7
"10022",2012,"    Under $25,000","Virginia","Uninsured.Population","Estimate",26.4
"10023",2012,"    Under $25,000","Virginia","Uninsured.Share",NA,NA
"10024",2012,"    Under $25,000","Washington","Total.Civilian.Noninstitutionalized.Population","Estimate",16.2
"10025",2012,"    Under $25,000","Washington","Uninsured.Population","Estimate",27.7
"10026",2012,"    Under $25,000","Washington","Uninsured.Share",NA,NA
"10027",2012,"    Under $25,000","West.Virginia","Total.Civilian.Noninstitutionalized.Population","Estimate",26.1
"10028",2012,"    Under $25,000","West.Virginia","Uninsured.Population","Estimate",39.7
"10029",2012,"    Under $25,000","West.Virginia","Uninsured.Share",NA,NA
"10030",2012,"    Under $25,000","Wisconsin","Total.Civilian.Noninstitutionalized.Population","Estimate",17.9
"10031",2012,"    Under $25,000","Wisconsin","Uninsured.Population","Estimate",31.2
"10032",2012,"    Under $25,000","Wisconsin","Uninsured.Share",NA,NA
"10033",2012,"    $25,000 to $49,999","Alabama","Total.Civilian.Noninstitutionalized.Population","Estimate",26.8
"10034",2012,"    $25,000 to $49,999","Alabama","Uninsured.Population","Estimate",33.2
"10035",2012,"    $25,000 to $49,999","Alabama","Uninsured.Share",NA,NA
"10036",2012,"    $25,000 to $49,999","Alaska","Total.Civilian.Noninstitutionalized.Population","Estimate",18.7
"10037",2012,"    $25,000 to $49,999","Alaska","Uninsured.Population","Estimate",24.6
"10038",2012,"    $25,000 to $49,999","Alaska","Uninsured.Share",NA,NA
"10039",2012,"    $25,000 to $49,999","Arizona","Total.Civilian.Noninstitutionalized.Population","Estimate",26.2
"10040",2012,"    $25,000 to $49,999","Arizona","Uninsured.Population","Estimate",33.7
"10041",2012,"    $25,000 to $49,999","Arizona","Uninsured.Share",NA,NA
"10042",2012,"    $25,000 to $49,999","Arkansas","Total.Civilian.Noninstitutionalized.Population","Estimate",29
"10043",2012,"    $25,000 to $49,999","Arkansas","Uninsured.Population","Estimate",34.2
"10044",2012,"    $25,000 to $49,999","Arkansas","Uninsured.Share",NA,NA
"10045",2012,"    $25,000 to $49,999","California","Total.Civilian.Noninstitutionalized.Population","Estimate",21.9
"10046",2012,"    $25,000 to $49,999","California","Uninsured.Population","Estimate",31.3
"10047",2012,"    $25,000 to $49,999","California","Uninsured.Share",NA,NA
"10048",2012,"    $25,000 to $49,999","Colorado","Total.Civilian.Noninstitutionalized.Population","Estimate",22.6
"10049",2012,"    $25,000 to $49,999","Colorado","Uninsured.Population","Estimate",32.6
"10050",2012,"    $25,000 to $49,999","Colorado","Uninsured.Share",NA,NA
"10051",2012,"    $25,000 to $49,999","Connecticut","Total.Civilian.Noninstitutionalized.Population","Estimate",17.5
"10052",2012,"    $25,000 to $49,999","Connecticut","Uninsured.Population","Estimate",27.9
"10053",2012,"    $25,000 to $49,999","Connecticut","Uninsured.Share",NA,NA
"10054",2012,"    $25,000 to $49,999","Florida","Total.Civilian.Noninstitutionalized.Population","Estimate",26.9
"10055",2012,"    $25,000 to $49,999","Florida","Uninsured.Population","Estimate",34.4
"10056",2012,"    $25,000 to $49,999","Florida","Uninsured.Share",NA,NA
"10057",2012,"    $25,000 to $49,999","Georgia","Total.Civilian.Noninstitutionalized.Population","Estimate",24.7
"10058",2012,"    $25,000 to $49,999","Georgia","Uninsured.Population","Estimate",32.2
"10059",2012,"    $25,000 to $49,999","Georgia","Uninsured.Share",NA,NA
"10060",2012,"    $25,000 to $49,999","Idaho","Total.Civilian.Noninstitutionalized.Population","Estimate",28.9
"10061",2012,"    $25,000 to $49,999","Idaho","Uninsured.Population","Estimate",39.2
"10062",2012,"    $25,000 to $49,999","Idaho","Uninsured.Share",NA,NA
"10063",2012,"    $25,000 to $49,999","Illinois","Total.Civilian.Noninstitutionalized.Population","Estimate",22.2
"10064",2012,"    $25,000 to $49,999","Illinois","Uninsured.Population","Estimate",32.1
"10065",2012,"    $25,000 to $49,999","Illinois","Uninsured.Share",NA,NA
"10066",2012,"    $25,000 to $49,999","Indiana","Total.Civilian.Noninstitutionalized.Population","Estimate",26.7
"10067",2012,"    $25,000 to $49,999","Indiana","Uninsured.Population","Estimate",33.7
"10068",2012,"    $25,000 to $49,999","Indiana","Uninsured.Share",NA,NA
"10069",2012,"    $25,000 to $49,999","Iowa","Total.Civilian.Noninstitutionalized.Population","Estimate",25.3
"10070",2012,"    $25,000 to $49,999","Iowa","Uninsured.Population","Estimate",36.7
"10071",2012,"    $25,000 to $49,999","Iowa","Uninsured.Share",NA,NA
"10072",2012,"    $25,000 to $49,999","Kansas","Total.Civilian.Noninstitutionalized.Population","Estimate",24.9
"10073",2012,"    $25,000 to $49,999","Kansas","Uninsured.Population","Estimate",35.1
"10074",2012,"    $25,000 to $49,999","Kansas","Uninsured.Share",NA,NA
"10075",2012,"    $25,000 to $49,999","Kentucky","Total.Civilian.Noninstitutionalized.Population","Estimate",26.3
"10076",2012,"    $25,000 to $49,999","Kentucky","Uninsured.Population","Estimate",32.2
"10077",2012,"    $25,000 to $49,999","Kentucky","Uninsured.Share",NA,NA
"10078",2012,"    $25,000 to $49,999","Louisiana","Total.Civilian.Noninstitutionalized.Population","Estimate",24.3
"10079",2012,"    $25,000 to $49,999","Louisiana","Uninsured.Population","Estimate",31
"10080",2012,"    $25,000 to $49,999","Louisiana","Uninsured.Share",NA,NA
"10081",2012,"    $25,000 to $49,999","Maine","Total.Civilian.Noninstitutionalized.Population","Estimate",25.7
"10082",2012,"    $25,000 to $49,999","Maine","Uninsured.Population","Estimate",36.6
"10083",2012,"    $25,000 to $49,999","Maine","Uninsured.Share",NA,NA
"10084",2012,"    $25,000 to $49,999","Maryland","Total.Civilian.Noninstitutionalized.Population","Estimate",16.7
"10085",2012,"    $25,000 to $49,999","Maryland","Uninsured.Population","Estimate",26.8
"10086",2012,"    $25,000 to $49,999","Maryland","Uninsured.Share",NA,NA
"10087",2012,"    $25,000 to $49,999","Massachusetts","Total.Civilian.Noninstitutionalized.Population","Estimate",16.9
"10088",2012,"    $25,000 to $49,999","Massachusetts","Uninsured.Population","Estimate",29.9
"10089",2012,"    $25,000 to $49,999","Massachusetts","Uninsured.Share",NA,NA
